ID,longDescription,preRequisite,description,Length,bisPath,csPath,govPath,healthPath,humPath,manuPath,stemPath,socSciPath,visPath,dept,credits,minGrade,level
WL240,GERMAN IV HONORS,Prerequisite: Level III Honors German,"In this pre-AP course, the focus is on the study of thematic units with the emphasis on the three modes of communication: interpretive (listening and reading), interpersonal (two-way communication- listening and speaking, reading and writing) and presentational (speaking and writing to an audience). A student at this level is expected to perform at the high intermediate level: able to communicate with ease and confidence within routine tasks and social situations in expanding contexts and response length. The interpretive mode (reading and listening) is practiced with authentic nonfiction and fiction texts with literacy support. Students will need to support their opinion with knowledge, experience, details, etc. from the interpretive sources. Students will continue to be immersed in the language in the classroom.",YR,X,,X,X,X,,X,X,X,FL,10,11,2
WL510,ADVANCED PLACEMENT GERMAN LANGUAGE AND CULTURE,Prerequisite: Level IV Honors German,"The AP course is designed to prepare students to take the Language and Culture AP exam from the College Board. The course and exam are based on six themes: Families and Communities, Beauty and Aesthetics, Global Challenges, Science and Technology, Contemporary Life, and Personal and Public Identification. Students are expected to perform at the high intermediate or low to mid advanced level: recombine learned material to express personal meaning while speaking and writing at the paragraph level. The interpretive mode (reading and listening) is practiced with authentic nonfiction and fiction texts. The integrated performance task (reading and listening used as prompts for speaking and writing) is an essential skill developed in this course. Students will continue to be immersed in the language in the classroom.",YR,X,,X,X,X,,X,X,X,FL,10,12,3
WL330,MANDARIN CHINESE III HONORS,Prerequisite: Level II Honors Mandarin Chinese,"This Honors course focuses on the study of thematic units with the emphasis on the three modes of communication: interpretive (listening and reading), interpersonal (two-way communication- listening and speaking, reading and writing) and presentational (speaking and writing to an audience). A student at this level is expected to perform at the low intermediate to mid intermediate level: able to create with language related to daily life and can recombine learned material to express personal meaning. Students will learn to communicate about self and themes about the world around them at paragraph length and in original context. Authentic resources for the interpretive mode focus on non-fiction and short fiction texts with literacy support. This course is designed for motivated students who have mastery of the fundamentals of the language. Students will continue to be immersed in the language in the classroom.",YR,X,,X,X,X,,X,X,X,FL,10,9,2
WL340,MANDARIN CHINESE IV HONORS,Prerequisite: Level III Honors Mandarin Chinese,"In this pre-AP course, the focus is on the study of thematic units with the emphasis on the three modes of communication: interpretive (listening and reading), interpersonal (two-way communication- listening and speaking, reading and writing) and presentational (speaking and writing to an audience). A student at this level is expected to perform at the high intermediate level: able to communicate with ease and confidence within routine tasks and social situations in expanding contexts and response length. The interpretive mode (reading and listening) is practiced with authentic nonfiction and fiction texts with literacy support. Students will need to support their opinion with knowledge, experience, details, etc. from the interpretive sources. Students will continue to be immersed in the language in the classroom.",YR,X,,X,X,X,,X,X,X,FL,10,10,2
WL520,ADVANCED PLACEMENT MANDARIN CHINESE LANGUAGE AND CULTURE,Prerequisite: Level IV Honors Mandarin Chinese,"The AP course is designed to prepare students to take the Language and Culture AP exam from the College Board. The course and exam are based on six themes: Families and Communities, Beauty and Aesthetics, Global Challenges, Science and Technology, Contemporary Life, and Personal and Public Identification. Students are expected to perform at the high intermediate or low to mid advanced level: recombine learned material to express personal meaning while speaking and writing at the paragraph level. The interpretive mode (reading and listening) is practiced with authentic nonfiction and fiction texts. The integrated performance task (reading and listening used as prompts for speaking and writing) is an essential skill developed in this course. Students will continue to be immersed in the language in the classroom.",YR,X,,X,X,X,,X,X,X,FL,10,12,3
WL411,SPANISH I,No prerequisite,"This course begins the development of the three modes of communication: interpretive (listening and reading), interpersonal (two-way communication- listening and speaking, reading and writing) and presentational (speaking and writing to an audience). Students will learn to communicate about personal information, such as: self, family, friends, likes/dislikes, school, pastimes, as well as the basics like numbers, alphabet, weather, etc. Students will be immersed in the language in the classroom. The class progresses at a moderate pace to keep the students’ comfort level high in their attempts to communicate in a new language. A student at this level is expected to perform at the low to mid novice level, understanding and producing language in familiar and rehearsed situations. Texts and other ancillary materials focus on themes for daily communication.",YR,X,,X,X,X,,X,X,X,FL,10,9,1
WL420,SPANISH II HONORS,Prerequisite: Level I Spanish,"This Honors course focuses on the study of thematic units with the emphasis on the three modes of communication: interpretive (listening and reading), interpersonal (two-way communication- listening and speaking, reading and writing) and presentational (speaking and writing to an audience). A student at this level is expected to perform at the high novice to low intermediate level: communication in expanded responses on everyday topics with an increase in accuracy. Students will learn to communicate about self and others while stretching into themes about the world around them. This course is designed for motivated students who have mastery of the basics in the language. Students will be immersed in the language in the classroom.",YR,X,,X,X,X,,X,X,X,FL,10,9,2
WL421,SPANISH II,Prerequisite: Level I Spanish,"This course continues the study of language in thematic units with the emphasis on the three modes of communication: interpretive (listening and reading), interpersonal (two-way communication- listening and speaking, reading and writing) and presentational (speaking and writing to an audience). A student at this level is expected to perform at the mid novice level: understanding and producing more language in familiar and rehearsed situations. Students will learn to communicate about self and others, about the basic themes of pastimes, community, health, etc. as well as a solid review of the basics. Students will be immersed in the language in the classroom.",YR,X,,X,X,X,,X,X,X,FL,10,9,1
WL430,SPANISH III HONORS,Prerequisite: Level II or Level II Honors Spanish,"This Honors course focuses on the study of thematic units with the emphasis on the three modes of communication: interpretive (listening and reading), interpersonal (two-way communication- listening and speaking, reading and writing) and presentational (speaking and writing to an audience). A student at this level is expected to perform at the low intermediate to mid intermediate level: able to create with language related to daily life and can recombine learned material to express personal meaning. Students will learn to communicate about self and themes about the world around them at paragraph length and in original context. Authentic resources for the interpretive mode focus on non-fiction and short fiction texts with literacy support. This course is designed for motivated students who have mastery of the fundamentals of the language. Students will continue to be immersed in the language in the classroom.",YR,X,,X,X,X,,X,X,X,FL,10,10,2
WL431,SPANISH III,Prerequisite: Level II or Level II Honors Spanish,"This course continues the study of language in thematic units with the emphasis on the three modes of communication: interpretive (listening and reading), interpersonal (two-way communication- listening and speaking, reading and writing) and presentational (speaking and writing to an audience). A student at this level is expected to perform at the high novice to low intermediate level: understanding and producing more language in familiar and rehearsed situations, beginning to expand into original contexts from learned material. Students will learn to communicate about self and others about the basic themes and moving into themes about social issues and customs. Authentic resources for the interpretive mode focus on non-fiction and short fiction texts with literacy support. Students will continue to be immersed in the language in the classroom.",YR,X,,X,X,X,,X,X,X,FL,10,10,1
WL440,SPANISH IV HONORS,Prerequisite: Level III or Level III Honors Spanish,"In this pre-AP course, the focus is on the study of thematic units with the emphasis on the three modes of communication: interpretive (listening and reading), interpersonal (two-way communication- listening and speaking, reading and writing) and presentational (speaking and writing to an audience). A student at this level is expected to perform at the high intermediate level: able to communicate with ease and confidence within routine tasks and social situations in expanding contexts and response length. The interpretive mode (reading and listening) is practiced with authentic nonfiction and fiction texts with literacy support. Students will need to support their opinion with knowledge, experience, details, etc. from the interpretive sources. Students will continue to be immersed in the language in the classroom.",YR,X,,X,X,X,,X,X,X,FL,10,11,2
WL441,SPANISH IV,Prerequisite: Level III or Level III Honors Spanish,"The focus is on the study of thematic units with the emphasis on the three modes of communication: interpretive (listening and reading), interpersonal (two-way communication- listening and speaking, reading and writing) and presentational (speaking and writing to an audience). A student at this level is expected to perform at the low intermediate level: can begin to create with language related to daily life and can recombine learned material to express personal meaning. Students will learn to communicate about self and themes about the world around them at paragraph length and in original context. Authentic resources for the interpretive mode focus on non-fiction and short fiction texts with literacy support. Students will continue to be immersed in the language in the classroom.",YR,X,,X,X,X,,X,X,X,FL,10,11,1
WL451,SPANISH V,Prerequisite: Level IV or Level IV Honors Spanish,"This course is a culminating course that focuses on preparing the student to use the language in authentic contexts. The focus is on the study of thematic units about the social, political and cultural influences in society today with the emphasis on the three modes of communication: interpretive (listening and reading), interpersonal (two-way communication- listening and speaking, reading and writing) and presentational (speaking and writing to an audience). A student at this level is expected to perform at the mid to high intermediate level: able to communicate with ease and confidence within routine tasks and social situations in expanding contexts and response length. This course is designed for students who have achieved success in the fundamentals of language and who wish to use the language for career enhancement, for travel, or for further study. Students will continue to be immersed in the language in the classroom.",YR,X,,X,X,X,,X,X,X,FL,10,12,1
WL540,ADVANCED PLACEMENT SPANISH LANGUAGE AND CULTURE,Prerequisite: Level IV or Level IV Honors Spanish,"The AP course is designed to prepare students to take the Language and Culture AP exam from the College Board. The course and exam are based on six themes: Families and Communities, Beauty and Aesthetics, Global Challenges, Science and Technology, Contemporary Life, and Personal and Public Identification. Students are expected to perform at the high intermediate or low to mid advanced level: recombine learned material to express personal meaning while speaking and writing at the paragraph level. The interpretive mode (reading and listening) is practiced with authentic nonfiction and fiction texts. The integrated performance task (reading and listening used as prompts for speaking and writing) is an essential skill developed in this course. Students will continue to be immersed in the language in the classroom.",YR,X,,X,X,X,,X,X,X,FL,10,12,3
WL611,LATIN I,No prerequisite,"This class begins the development of the four skills of language acquisition in Classical Latin: reading, writing, listening, and speaking. With an emphasis on reading and writing, listening and speaking are given attention sufficient to amplify a general understanding of the Latin language and its relationship to English. This class is designed to teach students methods for comprehending increasingly challenging Latin passages through daily practice in reading, translation, and the study of Latin grammar fundamentals and vocabulary. Students will study the complexities of Latin word order, noun declensions, verbal conjugations, and they will develop a facility with translation and analysis of complex sentences. Additional readings and lectures address early Roman history and myth. Students may be asked to undertake projects which develop the skills of language acquisition through creativity and personal interest. This course is offered at the senior high school level only.",YR,X,,X,X,X,,X,X,X,FL,10,9,1
WL620,LATIN II HONORS,Prerequisite: Latin I,"This class continues the development of the four skills of language acquisition in Classical Latin: reading, writing, listening, and speaking. With an emphasis on reading and writing, listening and speaking are given attention sufficient to amplify a general understanding of the Latin language and its relationship to English. This class is designed to teach students methods for comprehending increasingly challenging Latin passages through daily practice in reading, translation, and the study of Latin grammar fundamentals and vocabulary. Students will study the complexities of Latin word order, noun declensions, verbal conjugations, and they will develop a facility with translation and analysis of complex sentences. The gains and achievements of Latin I are consolidated and reinforced, providing the basis for further study. Critical thinking skills are developed by advancing study of the logic of Latin grammar. Sensitivity to English vocabulary is increased by a second year of Latin. Additional readings and lectures address the history of the Roman Republic and Empire. These readings adapt and make accessible the literature and voice of the ancient Mediterranean world. Students may be asked to undertake projects which develop the skills of language acquisition through creativity and personal interest. Individuals may pursue the language at their own accelerated rate.",YR,X,,X,X,X,,X,X,X,FL,10,10,2
WL630,LATIN III HONORS,Prerequisite: Latin II Honors,"This class continues the development of the four skills of language acquisition in Classical Latin: reading, writing, listening, and speaking. With an emphasis on reading and writing, listening and speaking are given attention sufficient to amplify a general understanding of the Latin language and its relationship to English. This class is designed to teach students methods for comprehending complex Latin passages of authentic Roman literature through daily practice in reading, translation, and the study of advanced Latin grammar and vocabulary. Through Latin study, students have strengthened basic and advanced English skills in vocabulary and reading comprehension. The third year of Latin consolidates the gains of the previous two. Advanced study of Latin grammar and syntax strengthens higher order thinking skills. Through reading and discussion, students must think critically on a sustained basis from the point of recognition and comprehension to interpretation and conclusion. A third year of Latin sharpens expression both in Latin and English. Moving beyond the accuracy of grammar, students are introduced to the canonical works of the poets Catullus, Horace, Vergil and Ovid, and the prose authors Caesar, Cicero, Livy. Such authors provide models of sophistication in argument, organization, diction, and style. Additionally, minor authors who record colorful aspects of ancient life are read and discussed.",YR,X,,X,X,X,,X,X,X,FL,10,11,2
WL530,ADVANCED PLACEMENT LATIN,Prerequisite: Latin III Honors and teacher recommendation,"The AP Latin Vergil course follows the course of study provided by the College Board in the AP® Latin Course Description. In accordance with these requirements, students will do the following: read and translate as literally as possible from Latin into English the required Latin passages from Vergil's Aeneid, analyze and interpret the required Latin passages in essays that show a firm grasp of Latin, as well as an understanding of metrical and stylistic elements, sight-read Latin passages, read the Aeneid in English translation, study the historical, social, cultural, and political context in which Vergil wrote the Aeneid, and review Latin grammar in the course of the readings and learn to recognize poetic exceptions and special uses.",YR,X,,X,X,X,,X,X,X,FL,10,12,3
MA100,HONORS ALGEBRA I,No prerequisite,"Honors Algebra I offers an in-depth study of algebra concepts. The topics include linear equations and inequalities, systems of equations and inequalities, functions, quadratic and exponential functions. The Algebra I Keystone exam will be administered to all students at the conclusion of this course.",YR,X,X,X,X,X,X,X,X,X,MA,10,9,2
MA101,ALGEBRA I,No prerequisite,"This course focuses on the content tested on the Pennsylvania Algebra I Keystone Exam. The main topics are operations, linear equations and inequalities, systems of equations and inequalities, functions, probability (compound) and statistics. Other topics include quadratic and exponential functions. There is an emphasis on applications and word problems throughout Algebra I. The Algebra I Keystone Exam will be administered to all students at the conclusion of this course",YR,X,X,X,X,X,X,X,X,X,MA,10,9,1
MA110,HONORS GEOMETRY,Prerequisite: Algebra I,"Honors Geometry is a course rooted in plane geometry. It includes deduction and proof related to congruence, similar and congruent polygons, circles, and arcs. Also included are constructions, coordinate geometry, area, volumes and right triangle trigonometry",YR,X,X,X,X,X,X,X,X,X,MA,10,10,2
MA111,GEOMETRY,Prerequisite: Algebra I,"Geometry concentrates on plane geometry with some work in solid geometry, and coordinate geometry. The teaching of formal proofs is included along with the relationships between postulates, theorems and definitions. Algebraic practice is integrated throughout.",YR,X,X,X,X,X,X,X,X,X,MA,10,10,1
MA120,HONORS ALGEBRA II AND TRIGONOMETRY,Prerequisite: Honors Geometry,"This is a rigorous course combining topics in Algebra I and Precalculus. It requires a strong student commitment in terms of effort and study skills. The primary focus is on the study of polynomial, rational, radical, exponential, logarithmic, trigonometric and inverse trigonometric functions as well as related properties, equations and applications. Other topics include sequence, series, combinatorics and probability.",YR,X,X,X,X,X,X,X,X,X,MA,10,10,2
MA130,HONORS ALGEBRA II,Prerequisite: Algebra I,"Honors Algebra II is the study of algebraic functions, their properties and related applications. This includes polynomial, rational, radical, exponential and logarithmic functions. Additional topics include the Fundamental Theorem of Algebra, sequences, series, probability, statistics, conics and matrix algebra.",YR,X,X,X,X,X,X,X,X,X,MA,10,9,2
MA131,ALGEBRA II,Prerequisite: Algebra I,"This course is a continuation of Algebra I. Topics include the study of linear, quadratic, exponential and logarithmic functions. Other topics include solving equations, systems of equations and inequalities, factoring, simplifying rational and radical expressions, properties of logarithms, complex numbers, combinations, permutations and probability.",YR,X,X,X,X,X,X,X,X,X,MA,10,9,1
MA140,HONORS PRECALCULUS & CALCULUS A,Prerequisite: Honors Algebra II and Trigonometry,"This course is part of a three year program that prepares students to take the AP Calculus BC test and therefore requires Honors Algebra II and Trigonometry as a prerequisite. Honors Precalculus and Calculus A cover differential calculus thoroughly. Students will apply the derivative to elementary, exponential, logarithmic, and trigonometric functions. A conceptual understanding is emphasized by routinely assigning advanced placement and non-routine type problems. Topics include limits and their properties, the derivative, rules of differentiation, applications of the derivative, polar functions, the polar coordinate system and conic sections",YR,X,X,,X,,,X,,,MA,10,11,2
MA141,FINITE MATHEMATICS,Prerequisite: Algebra II,"Finite Mathematics is comparable to a college course of the same name (also known as Discrete Mathematics). Topics include probability and statistics, linear algebra (matrices), the mathematics of finance and other discrete topics. Real world applications using graphing calculators are integrated on a regular basis.",YR,X,X,X,X,X,X,X,X,,MA,10,11,1
MA142,INTRODUCTION TO STATISTICS,Prerequisite: Algebra II,"In many instances, objective decisions need to be made based on data. This course will introduce concepts and methods of statistics, including variability, randomness, and probability. Students will frequently use Chromebooks to explore and represent data, make determinations and state findings with correct mathematical language. Students will collect, analyze, and interpret data and present findings to others.",SM,X,X,X,X,X,X,X,X,,MA,5,11,1
MA143,PRECALCULUS-FUNCTIONS,Prerequisite: Algebra II or Honors Alg II,"This semester course builds upon the foundations of algebra while looking at foundational functions and their inverses in greater depth and detail. Topics include polynomial, rational, radical, exponential, and logarithmic functions and related expressions, graphs and equations. Precalculus requires a significant amount of preparation. This semester-length course is recommended for both STEM and Business pathways",SM,X,X,,X,,,X,,,MA,5,11,1
MA144,PRECALCULUS-TRIGONOMETRY,Prerequisite: Algebra II or Honors Alg II,"After defining and exploring periodic functions, the trigonometric and inverse functions are a main focus. Evaluation of trig functions with and without calculators and the graphs are examined. Identities, equations and the law of sines and cosines are additional topics in trigonometry. The course concludes with sequence and series and limits. This course in particular requires a significant amount of memorization. Precalculus-Trigonometry is recommended for STEM pathways",SM,,X,,X,,,X,,,MA,5,11,1
MA145,ALGEBRA III,Prerequisite: Algebra II,"The purpose of this course is to strengthen algebraic skills and introduce topics that will be helpful in taking a college course in Precalculus, Finite Mathematics or Introductory Statistics. Topics include polynomial, rational, exponential and logarithmic functions and their graphs, properties and related expressions and equations",SM,X,X,,X,,,X,,,MA,5,11,1
MA146,CALCULUS,Prerequisite: Precalculus or Honors Precalculus & Calculus A,"Calculus offers dual enrollment college credit from Montgomery County Community College. It uses a college text and is equivalent to a Calculus I college course. There is much memorization and rigor in this course. Excellent algebra skills, study habits and a significant investment of daily preparation time are important for success.",YR,X,X,,X,,,X,,,MA,10,12,1
MA500,ADVANCED PLACEMENT CALCULUS AB,Prerequisites: Precalculus or Honors Precalculus & Calculus A,"This course is equivalent to one semester of a college calculus course. It follows the curricula as recommended by the College Board Advanced Placement Program. Topics include limits, the derivative, differentiation and integration rules for polynomial, exponential, logarithmic, trigonometric and inverse trigonometric functions, applications of the derivative, the antiderivative, evaluating and approximating definite integrals, applications of the definite integral and solving and approximating solutions to separable differential equations. There is an emphasis on preparation and practice for the AP Calculus AB exam. Students are expected to take the Advanced Placement Calculus AB Examination and may receive up to 4 college credits depending on their score and college destination. Since there is significant overlap in Honors Precalculus & Calculus A, students who are currently in Honors Precalculus & Calculus A will only be permitted to take this course with permission of the Department Chair of Mathematics.",YR,X,X,,X,,,X,,,MA,10,12,3
MA510,ADVANCED PLACEMENT CALCULUS BC,Prerequisite: Honors Precalculus & Calculus A with grade “B” or better,"AP Calculus BC continues where Honors Precalculus & Calculus A concludes. For this reason, it is only available to students who have taken the prerequisite. AP Calculus BC is equivalent to more than two semesters of college calculus. It follows the curriculum as recommended by the College Board Advanced Placement Program. There is an emphasis on preparation and practice for the AP Calculus BC exam. Students are expected to take the Advanced Placement Calculus BC Examination and can receive up to 8 college credits depending on their score and college destination. All topics included in AP Calculus AB are addressed as well as techniques of integration, power series, the Calculus of polar and vector valued functions",YR,X,X,,X,,,X,,,MA,10,12,3
MA520,ADVANCED PLACEMENT STATISTICS,Prerequisite: Algebra II,"This course follows the curriculum recommended by the College Board Advanced Placement Program. There is an emphasis on preparation and practice for the AP Statistics Exam. Students are expected to take the AP exam and may receive up to 3 college credits depending on their score and college destination. Topics include summarizing and investigating data, descriptive statistics, probability distributions, sampling methods and distributions, hypothesis testing, regression and correlation analysis. Real world applications are routine in this course and individual and group projects are required. Critical thinking is emphasized and is extremely important for student success. AP Statistics requires excellent study habits and a commitment of significant time outside of class every day.",YR,X,X,X,X,X,,X,X,,MA,10,11,3
SS110,HONORS WORLD HISTORY,"No prerequisite, Fulfills grade 9 Social Studies requirement","The student must be a strong, independent reader and highly motivated learner. The course moves at a faster pace and the planned course of study covers more material and in greater depth than College Prep. Projects and assessments are more difficult with greater expectations for student achievement. There are independent research extension activities required each marking period as well as an independent historical research paper. (3-5 pages). This course is a prerequisite for AP World History and AP European History.",YR,X,X,X,X,X,X,X,X,X,SS,10,9,2
SS111,WORLD HISTORY,"No prerequisite, Fulfills grade 9 Social Studies requirement","This is a survey course of modern world history and its historical foundations. Units of study include Government and Economic systems, the history of world religions, the Renaissance, First Global Age, Absolutism and Revolution, Nationalism and Imperialism, The World Wars, and Contemporary World Issues. Throughout each of these units, students will examine the impact of geography on history, the relationships among various groups of people, and economic forces that have helped to shape our world today. This course is a prerequisite for AP World History and AP European History.",YR,X,X,X,X,X,X,X,X,X,SS,10,9,1
SS120,HONORS CIVICS AND GOVERNMENT,"No prerequisite, Fulfills grade 10 Social Studies requirement","Focuses on the principles, structure and power of our national and state governments and how our governments interact with each other and with citizens and citizen groups. Participatory citizenship knowledge and skills required in a modern democracy will be emphasized in this course. Students will be able to analyze and interpret basic data relevant to U.S. government and politics. A special emphasis is placed on writing skills to critically analyze relevant concepts and develop their connections across the curriculum. Service Learning hours, outside readings, and a research paper are additional requirements",YR,X,X,X,X,X,X,X,X,X,SS,10,10,2
SS121,CIVICS AND GOVERNMENT,"No prerequisite, Fulfills grade 10 Social Studies requirement","Focuses on the principles, structure, and power of our national and state governments and how our governments interact with each other and with citizens and citizen groups. Participatory citizenship knowledge and skills required in a modern democracy will be emphasized in this course. Writing and analytical skills will be taught. Service Learning hours and a research paper are additional requirements.",YR,X,X,X,X,X,X,X,X,X,SS,10,10,1
SS500,ADVANCED PLACEMENT UNITED STATES GOVERNMENT AND POLITICS,"No prerequisite, Fulfills grade 10 Social Studies requirement","The Advanced Placement United States Government and Politics course is designed to provide students with both the study of general concepts used to interpret United States politics and the analysis of specific examples. The course will cover the Institutions of Government, Political Parties and Interest Groups, Public Policy, and Civil Rights and Civil Liberties. Students are required to interpret and analyze basic data relevant to government and politics in sustained written arguments. Students are expected to take the US Government and Politics Advanced Placement examination.",YR,X,X,X,,X,X,X,X,,SS,10,10,3
SS130,HONORS AMERICAN HISTORY,"No prerequisite, Fulfills grade 11 Social Studies requirement","This survey course in American History will include the history, government, culture, and the economic and social problems of the United States to the present day. Also stressed is an examination of the contemporary problems of our society in the light of the past. A special emphasis is placed on writing skills and analysis of enduring issues of our history. Service Learning hours, outside readings, document based questions, and a research paper are additional requirements.",YR,X,X,X,X,X,X,X,X,X,SS,10,11,2
SS131,AMERICAN HISTORY,"No prerequisite, Fulfills grade 11 Social Studies requirement","This survey course in American History will include the history, government, culture, and the economic and social problems of the United States to the present day. Also stressed is an examination of the contemporary problems of our society in the light of the past. Writing and analytical skills will be taught. Service Learning hours and a research paper are additional requirements.",YR,X,X,X,X,X,X,X,X,X,SS,10,11,1
SS510,ADVANCED PLACEMENT UNITED STATES HISTORY,"No prerequisite, Fulfills grade 11 Social Studies requirement","The Advanced Placement U.S. History content matter covers discovery and settlement of the New World, The Gilded Age, and early twentieth century foreign policy to present day. The course is designed to deliver factual material and to deal critically with the historiography of United States history. The course is designed to provide students with the analytic skills and knowledge necessary to deal critically with the problems and materials in U.S. History. A special emphasis is placed upon writing skills. Students are expected to take the U.S. History Advanced Placement examination.",YR,X,X,X,X,X,,X,X,X,SS,10,11,3
SS520,ADVANCED PLACEMENT EUROPEAN HISTORY,Prerequisite: Grade 9 World History or Honors World History,"The AP European History course encompasses events from 1450, the High Renaissance, to the present. The course is designed to include the cultural, diplomatic, economic, intellectual, political, and social history from this period. The goals of the course are to develop: a) an understanding of some of the principal themes in modern European history, b) an ability to analyze historical evidence and historical interpretation, and c) an ability to express historical understanding in writing.",YR,,,X,,X,,,X,X,SS,10,10,3
SS530,ADVANCED PLACEMENT HUMAN GEOGRAPHY,No Prerequisite,"The AP Human Geography course is equivalent to an introductory college-level course in human geography or cultural geography. The course is structured thematically and is organized around the discipline’s main subfields: economic geography, cultural geography, political geography and urban geography. Case studies are drawn from all regions, with an emphasis on understanding our ever-changing world. Historical information contributes to the understanding of globalization, colonialism and human-environment relationships on places, regions, cultural landscapes and patterns of human interaction. Students will analyze topics such as economic development, culture change, population growth, migration, communication, transportation, political power, control of territory, conflicts, land use, etc.",YR,X,X,X,X,X,X,X,X,X,SS,10,9,3
SS550,ADVANCED PLACEMENT MICROECONOMICS (offered in 2022-2023 and 2024-2025),No Prerequisite,"Identify some potential college majors that you may be interested in pursuing. Then examine a sample program of study for that major. Chances are good that the program of study consists of Macroeconomic and Microeconomic courses. This AP Economics course explores Microeconomics. Microeconomics is designed to give you a thorough understanding of the principles of economics that apply to the functions of individual decision makers, both consumers and producers, within the larger economic system. It places primary emphasis on the nature and functions of product markets, and includes the study of factor markets and the role of government in promoting greater efficiency and equity in economics.",YR,X,X,X,X,X,X,X,X,,SS,10,10,3
SS560,ADVANCED PLACEMENT PSYCHOLOGY,No Prerequisite,"The AP Psychology course is designed to introduce students to the systematic and scientific study of the behavior and mental processes of human beings and other animals. Students are exposed to the psychological facts, principles, and phenomena associated with each of the major subfields within psychology. Students will also learn about the ethics and methods psychologists use in their science and practice",YR,X,X,X,X,X,X,,X,X,SS,10,10,3
SS570,ADVANCED PLACEMENT WORLD HISTORY,Prerequisite: World History or Honors World History,"The Advanced Placement World History course is structured around five themes: interaction between humans and the environment, development and interaction of cultures, state-building, expansion and conflict, creation, expansion and interaction of economic systems and the development and transformation of social structures. These five course themes are used to practice the study of the six different chronological periods: 8,000 to 600 B.C.E., 600 B.C.E. to 600 C.E., 600 to 1450 C.E., 1450 to 1750 C.E., 1750 to 1900 C.E. and 1900 C.E. to the present. Students will gain a ""big picture"" understanding of significant societies, trends, movements and developments in history by focusing on a few key concepts in each period. Students will spend less time on factual recall and more on a deep study of essential questions that broaden perspective and enhance the development of critical historical thinking skills.",YR,,,X,,X,,,X,X,SS,10,10,3
SSIDS,INTERDISCIPLINARY STUDIES,Prerequisite: Recommended for grade 12. Admission to this course is by application,"The Interdisciplinary Studies course is a humanities course that provides students with the opportunity to explore the branches of knowledge concerned with understanding humanity and its cultural expressions. It is the integrated study of history, economics, literature, language, philosophy, the visual arts, theatre and music. Content emphasis is placed on the interconnectedness of the history of human societies, change and continuity within those societies, and the concepts and themes that embody human experience. In the Interdisciplinary Studies course, emphasis is placed on critical thinking and creative expression as students engage in highly collaborative learning experiences with a high degree of variety in method of instruction and assessment.",YR,X,X,X,X,X,,X,X,X,SS,10,12,2
SS201,AFRICAN AMERICAN HISTORY: EARLY AMERICA THROUGH THE CIVIL WAR,No Prerequisite,"This course presents an intensive study of the history of the African American. Starting with a consideration of the great African civilizations, the course will trace the progress of the African in America from arrival through the Civil War up to the eve of the Civil Rights Era. This course will also explore the development of African American culture. Emphasis is placed on the scientific, cultural, political and economic contributions of African American men and women to society including, Langston Hughes, W.E.B. DuBois, Booker T. Washington, and Frederick Douglas.",SM,X,,X,X,X,,,X,X,SS,5,9,1
SS202,AFRICAN AMERICAN HISTORY: RECONSTRUCTION THROUGH MODERN TIMES,No Prerequisite,"This course presents an intensive study of the history of the African American from the middle of the 20th century to the present day. The course examines the broad range of experiences of African Americans from the end of reconstruction to the present day. This course will explore both the relationship of African Americans to the larger society and the inner dynamic of the African American community. The course will also take an expansive look at legislation that attempted to help end racial segregation in America including but not limited to Brown v. Board of Education, the Civil Rights Act of 1964 and the Voting Rights Act of 1965. Emphasis is placed on the scientific, cultural, political and economic contributions of African American men and women to society.",SM,X,,X,X,X,,,X,X,SS,5,9,1
SS203,AMERICA AS A WORLD POWER,No prerequisite,"America as a World Power, will focus on the emergence of the United States as a dominant figure in global affairs between 1945 and the present. The primary goal of the class will be to offer students an opportunity to learn the political, diplomatic, economic, social, and technological advances of the United States during this time period. Major and minor wars that have contributed to the rise of American power will be studied.",SM,X,,X,,X,,X,X,,SS,5,11,1
SS204,GLOBAL ISSUES IN THE 21ST CENTURY,No prerequisite,"Students will work their way through several units that intertwine current events and historical roots of challenges facing the world today. Dynamic units will allow students to discover and utilize primary documents from the past as they analyze modern media to reveal continuity or change, bias or balance, and present alternative policies that can be employed to develop intelligent responses to the challenges of our day. Topics include Roots and Responses to Terrorism, Competition and Cooperation in a Globalized World, Nationalism and 21st Century Balance of Power, and Challenges of the 21st Century (warfare, pollution, and human rights).",SM,X,X,X,X,X,X,,X,X,SS,5,9,1
SS205,HISTORY OF CONTEMPORARY AMERICAN CULTURE,No prerequisite,"This course will focus on American popular culture from the post WWII era to the modern day. Specifically, it is a study of the major historical events of the age with a focus on how media (a means of mass communication, such as newspapers, magazines, radio, or television) of pop-culture reflect that period of time. We will examine a wide range of subjects (such as print, radio/music, film, television, and the Internet) using a wide range of critical approaches (such as gender studies, changes in racism, social fluctuations, and political contexts).",SM,X,,X,,X,,,X,X,SS,5,11,1
